"txid","ordertxid","pair","aclass","subclass","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers","posttxid","posstatuscode","cprice","ccost","cfee","cvol","cmargin","net","trades"
"TG2OQF-7GLJA-3CBILT","O7DV3Y-7ARSV-XHOGHI","DOGE/AUD","forex","crypto","2026-05-02 00:00:40.9845","sell","market",0.150226600,99.391516696,0.596349100,661.61063817,0.000000000,"initiated","LFMQYT-K6FIU-S7NZWO,LY5ZE3-BF65O-HMCARD","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"THUY2H-O2NJV-LX4EGO","O2QBPA-JMG5S-PEZ4UD","XRP/AUD","forex","crypto","2026-05-02 00:47:55.0479","buy","limit",1.93070000,100.03937945,0.30011814,51.81508233,0.00000000,"","L7WCQG-GRKUX-3GZQMK,LCVNWV-WEFCZ-YG76GU","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TSWG65-KRR4K-V35KYU","OYMM4C-CIZRK-PSHNNA","XRP/AUD","forex","crypto","2026-05-02 01:00:25.9748","sell","market",1.92446056,99.71608242,0.59829650,51.81508233,0.00000000,"initiated","LTPORL-CR5VC-OXFV54,L2WC6O-GDFZY-2YYQT7","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TXPRID-L2VTP-TY6J7H","OYD7HZ-QRFFG-UCN6I6","XRP/AUD","forex","crypto","2026-05-02 01:16:45.9287","buy","limit",1.92660000,100.05608875,0.30016827,51.93402302,0.00000000,"","LGUHLS-CBWEH-27HCLI,LPELCC-HSIMW-RUKY4W","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TD3OEP-NFK74-K2SZIP","OJZKWR-LZCTZ-N74VCU","XRP/AUD","forex","crypto","2026-05-02 04:15:41.5455","sell","market",1.92228264,99.83187081,0.59899122,51.93402302,0.00000000,"initiated","LKRWMU-TLRTL-PQ3PEO,LQWUDT-JXRES-ISKPD4","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TFUW4J-LCFGY-S3JOAH","OZ3OGY-ONVRO-WTHSBD","XRP/AUD","forex","crypto","2026-05-02 05:16:01.2027","buy","limit",1.92320000,99.93816223,0.29981449,51.96451863,0.00000000,"","LFOE3C-56QD4-J4QWHS,LZRTRT-WEL5P-R6XFU7","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T7PMRV-RUVTZ-H33ZLB","OP7C3W-PTBS6-W55JWN","XRP/AUD","forex","crypto","2026-05-02 06:30:56.017","sell","market",1.92303438,99.92955607,0.59957734,51.96451863,0.00000000,"initiated","LO3KZU-XYEAN-T7M4Q5,LHO4V3-BJV6X-LLSP74","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T3YAIJ-SG442-4OXZQF","OINVAF-MKJF2-KFMDV3","DOGE/AUD","forex","crypto","2026-05-02 07:04:13.5921","buy","limit",0.150020000,100.165852538,0.300497558,667.68332581,0.000000000,"","LRJHXY-JRXIG-LV6AAV,LBD2CJ-ODDWK-G5QJIH","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TGKIDC-4KO62-3V3Z7W","O6MQTE-FWSZI-PI5ILV","BTC/AUD","forex","crypto","2026-05-10 06:39:01.0636","buy","limit",111403.60000,99.93014,0.29979,0.00089701,0.00000,"","LAAEZM-Y3ZCE-ZMAGS5,LJAIYN-BU2OM-F3VEI6","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T3DPTG-PMDUM-7CVGL4","OHHXC5-4BT2L-JKVRB3","BTC/AUD","forex","crypto","2026-05-10 07:22:50.357","buy","limit",111398.90000,100.02619,0.30008,0.00089791,0.00000,"","LFANHH-OAFT2-YPRI4N,LNGDNJ-3WOWK-2JOFPX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TPJYTL-E6QKE-ZK52EY","O7KYUL-7KY7R-H5JWLZ","BTC/AUD","forex","crypto","2026-05-10 16:02:21.9906","sell","market",112388.20000,201.72783,1.21037,0.00179492,0.00000,"initiated","LMYK6C-CFCDB-QHLX2C,L4ATLB-RKMAI-BMDSAC","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TUFPFD-JXNXF-SHOCJG","OFRGBM-SEET7-NR77ZZ","BTC/AUD","forex","crypto","2026-05-10 17:06:51.655","buy","limit",112199.90000,89.75992,0.26928,0.00080000,0.00000,"","L5SRKW-EXOOO-FGZFI7,LQLIGH-BRR7P-45YXV2","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TPLAYB-BLOLG-YEA64H","OFRGBM-SEET7-NR77ZZ","BTC/AUD","forex","crypto","2026-05-10 17:07:10.7252","buy","limit",112199.90000,10.24048,0.03072,0.00009127,0.00000,"","LOSV25-RP3DV-W476HH,L6IP4E-XWXX6-6S5THL","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T3PEBT-RS465-3SRLGX","OKBI4Q-U2YZZ-FH3BQX","ETH/AUD","forex","crypto","2026-05-10 18:09:21.6458","buy","limit",3263.260000,99.855756,0.299567,0.03060000,0.000000,"","LKMIFD-F3QQ7-EDMFYM,LBDTBX-4QLXP-ULHACM","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TXDTCA-RNPNN-LPLKQB","OKBI4Q-U2YZZ-FH3BQX","ETH/AUD","forex","crypto","2026-05-10 18:09:21.6465","buy","limit",3263.260000,0.162935,0.000489,0.00004993,0.000000,"","LO2OBM-Z5XQN-FTLRW5,LMRT6B-K6P4R-V5KWKE","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TYNWCS-PLUIY-7JWSWC","OH3LXL-BVUTJ-RNU43H","BTC/AUD","forex","crypto","2026-05-10 21:03:09.4168","sell","market",111890.86360,99.72497,0.59835,0.00089127,0.00000,"initiated","LL2FTM-Z7SMI-YN24LZ,LFJK7Z-GTEHA-GLBYAU","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TG5IED-IPPBU-HHKI6R","OHSF7F-IWPVK-4VK6SG","ETH/AUD","forex","crypto","2026-05-10 21:03:10.9639","sell","market",3225.650814,197.699590,1.186198,0.06128983,0.000000,"initiated","LPOUJE-DMZXM-APFF4H,LREPEH-BK6WT-BN334D","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TBGKOV-7CPOI-UBP3TC","ODVTZ3-2UAE4-SGIJGO","XRP/AUD","forex","crypto","2026-05-10 21:03:40.1835","buy","limit",2.01090000,100.24457154,0.30073371,49.85060000,0.00000000,"","L63ZJC-QSGV5-JJULZH,LXPESZ-FMD4L-VBB7OD","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TFTGKW-NJEOH-ABX4NB","ODVTZ3-2UAE4-SGIJGO","XRP/AUD","forex","crypto","2026-05-10 21:03:40.1852","buy","limit",2.01090000,0.00019538,0.00000059,0.00009716,0.00000000,"","LWGHIO-ET7TU-YL4VO5,LRAHA3-24JLP-K3FUGP","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TJSAFA-TM74N-36JTE5","OCWA72-3W7WN-K4WX7E","ETH/AUD","forex","crypto","2026-05-10 22:06:38.4887","buy","limit",3237.890000,99.895706,0.299687,0.03085210,0.000000,"","LGYLNW-CM6SL-Q5CFFP,L3VMDS-RNB2L-LSSVGD","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T4RVVW-KKQEZ-LSVZ5W","ONYMBR-DDSBS-P36DWJ","BTC/AUD","forex","crypto","2026-05-10 23:03:08.5371","buy","limit",113845.40000,91.07632,0.27323,0.00080000,0.00000,"","LQMM2H-25RHS-RJTBSB,LRXCDA-F366C-UFYFVL","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TBAUK3-UTFRX-CAGDOP","ONYMBR-DDSBS-P36DWJ","BTC/AUD","forex","crypto","2026-05-10 23:03:08.6","buy","limit",113845.40000,8.95622,0.02687,0.00007867,0.00000,"","LVVZEV-OIUUN-7U5IGZ,LSX4EM-GILC6-S5KUCP","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TKCAGF-4NYNP-HMN4MI","O2FT24-ADEQF-434Z2K","DOGE/AUD","forex","crypto","2026-05-11 00:04:48.6218","buy","limit",0.155650000,100.096463022,0.300289389,643.08681672,0.000000000,"","LHT3YW-QWD6P-M2UJPW,LMEOJ6-RXH7V-LVEAZD","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TNSVFG-46EQE-7ZZQJB","OYGA4A-6BPXW-FG3QKJ","ADA/AUD","forex","crypto","2026-05-11 00:15:20.1645","buy","limit",0.388190,100.408681,0.301226,258.65859652,0.000000,"","LE52UT-YGRVK-L2B4VZ,LFB5RM-TSMTI-PLFCKO","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T7RP6K-DNV7L-X5EWCB","ON7LWQ-UNDPQ-XLG5HO","XRP/AUD","forex","crypto","2026-05-11 02:03:29.816","sell","market",2.01897409,100.64726602,0.60388360,49.85069716,0.00000000,"initiated","LIN4JT-4XKZH-SQO3AI,LFEQFY-CWLRC-HIPUSJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TX43KQ-WQTQ3-O3S27S","OAQ7I4-Y35TU-HYT7GQ","ETH/AUD","forex","crypto","2026-05-11 02:03:31.3193","sell","market",3260.190587,100.583726,0.603502,0.03085210,0.000000,"initiated","L4DDC4-TOFJC-5SY4C3,LKERB5-Z54LE-UWWHGL","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T2DDA7-LDXSQ-HYXS2F","OMAI2J-6VVJG-VVDSBQ","BTC/AUD","forex","crypto","2026-05-11 02:03:32.728","sell","market",112678.80000,99.00748,0.59404,0.00087867,0.00000,"initiated","L4EWJB-K22V5-5VI42R,L363NS-V4M7R-YAR5HE","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TV6TYD-W3BT4-VHZ4V7","OEVCFP-3WDRC-W7OKJ6","DOGE/AUD","forex","crypto","2026-05-11 02:03:34.1376","sell","market",0.152741600,98.226109325,0.589356656,643.08681672,0.000000000,"initiated","LONBGN-NOKJ6-2CA2EM,LFS5SE-FWS5M-HJCCZD","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TBWVQA-ET5DM-FBXDEL","OTNTPM-Z7JGB-JMQ47E","ETH/AUD","forex","crypto","2026-05-11 03:03:54.3269","buy","limit",3240.730000,99.814484,0.299443,0.03080000,0.000000,"","LSVL2G-3VB6W-WNEERO,L7YED2-JLLEP-QLZNOV","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TXWYOW-X6NCB-IZMUES","O5HS56-Z5D63-SLRT7J","XRP/AUD","forex","crypto","2026-05-11 03:04:47.1507","buy","limit",2.01160000,23.93703420,0.07181110,11.89950000,0.00000000,"","LNTYDY-ICOBM-Z44RWF,LXZRXD-IW23L-5G2KN5","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T4EL7K-MKOG4-MQNXX2","O5HS56-Z5D63-SLRT7J","XRP/AUD","forex","crypto","2026-05-11 03:04:47.1659","buy","limit",2.01160000,76.07287836,0.22821864,37.81710000,0.00000000,"","LU3K4B-DEOWI-F6YRLD,L6PFQL-SRWWX-WRASS2","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TVYARF-DREFG-ADNHP7","O5HS56-Z5D63-SLRT7J","XRP/AUD","forex","crypto","2026-05-11 03:04:47.1768","buy","limit",2.01160000,0.00003076,0.00000009,0.00001529,0.00000000,"","LUENRL-YUFLZ-MCD7ZC","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TDSBZ3-H6NLX-WPJOTX","OTNTPM-Z7JGB-JMQ47E","ETH/AUD","forex","crypto","2026-05-11 03:05:44.5936","buy","limit",3240.730000,0.203421,0.000610,0.00006277,0.000000,"","L3URVG-L5EKX-CTWZUG,LYNRR2-NDKPC-B3DA3R","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TCCARC-YBLNW-ZNTQR5","ON753A-NZO25-RG2DMG","BTC/AUD","forex","crypto","2026-05-11 03:06:37.2432","buy","limit",112195.40000,99.98966,0.29997,0.00089121,0.00000,"","LU4EU4-ULQMC-J2YKJV,LMYARK-KOTXB-RJBESS","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
