"txid","ordertxid","pair","aclass","subclass","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers","posttxid","posstatuscode","cprice","ccost","cfee","cvol","cmargin","net","trades"
"TO5CGJ-6ZMLV-VIQNGH","O55SLE-JOV5U-6ZAYFR","DOGE/AUD","forex","crypto","2026-04-13 10:00:28.4209","buy","market",0.129401700,4.997072850,0.039976583,38.61674808,0.000000000,"initiated","LQIKTK-MVK3K-DY3SGK,LNCZQD-WU4WL-AYNTGW","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TZ3O4U-6VDQ2-25QAJR","ONGSCA-6PYQC-NCZTI2","DOGE/AUD","forex","crypto","2026-04-13 17:03:53.1607","buy","market",0.130087700,4.999450432,0.039995603,38.43138461,0.000000000,"initiated","LIAN35-ZBM23-DHXX4Y,LDISOU-HB25A-TFGM7E","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TSXHZK-JF6MF-WWAEGH","OMWHQ2-S6QZZ-4YZUXW","DOGE/AUD","forex","crypto","2026-04-14 05:04:46.4046","sell","market",0.131319200,10.117899146,0.080943193,77.04813269,0.000000000,"initiated","LG7GZT-PE4IS-SJLCUC,L23DBT-USFWB-CVBWPV","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T5RYYP-3QJMI-JMS7GO","OEPSZU-DC7TF-22C6BS","BTC/AUD","forex","crypto","2026-04-14 12:03:10.4002","sell","market",104399.89957,469.85488,3.75884,0.00450053,0.00000,"initiated","LB7IUW-V52AJ-EJLV5J,LVHJNK-G6WPT-SOM2NS","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TZJKNI-MM5NZ-6NHU2Q","OSJERV-S275B-LNYKMB","SOL/AUD","forex","crypto","2026-04-14 14:04:43.6182","buy","market",121.94000,4.98610,0.03989,0.04088976,0.00000,"initiated","LT4G55-PHZQC-MLWIHZ,LYIH3J-PGXDD-7VH5EN","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TDEMUH-P4ORT-KQZR3A","OEFOGP-N3KWJ-ETSMTA","SOL/AUD","forex","crypto","2026-04-14 15:02:39.8914","sell","market",120.42000,4.92394,0.03939,0.04088976,0.00000,"initiated","LPS4HA-B6OB4-NIZL2J,LB47LM-HTVEX-5QVJZ7","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TM7MA6-KQKHX-QUHZHH","O2DDZP-ETQPR-JOXO6O","SOL/AUD","forex","crypto","2026-04-16 02:02:34.5696","buy","limit",118.49000,50.02956,0.20012,0.42222598,0.00000,"","LQOCY6-VW2VK-COPCT5,LHVKL6-FEMQZ-QQFR7F","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TDNL4P-I3ITJ-V25RAI","OVUMHX-QHKHW-CJQMTP","XRP/AUD","forex","crypto","2026-04-16 10:04:57.0171","buy","limit",1.97434000,49.97113770,0.19988455,25.31030000,0.00000000,"","LOEUNS-OTU2A-AHOMEX,LRFHDX-F7CLV-G4NSOS","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TT5MEZ-KU557-ULNEKR","OVUMHX-QHKHW-CJQMTP","XRP/AUD","forex","crypto","2026-04-16 10:05:08.158","buy","limit",1.97434000,0.00000855,0.00000003,0.00000433,0.00000000,"","LG5WGI-NOCUP-VJHEJ5","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TI7OFB-SB26U-622Z43","OTZNYG-BT55X-P4AZNR","DOGE/AUD","forex","crypto","2026-04-16 14:18:08.8843","buy","limit",0.132309000,33.077250000,0.132309000,250.00000000,0.000000000,"","LI5DHN-ZFYKT-XHSKXY,L6KSLO-IUQ7V-G25J22","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TUVH4Y-3YACQ-AO56DK","OTZNYG-BT55X-P4AZNR","DOGE/AUD","forex","crypto","2026-04-16 14:24:46.3803","buy","limit",0.132309000,16.838468717,0.067353875,127.26623825,0.000000000,"","L4N5KO-6PZYZ-72P664,LV6WC2-CPFC3-E5PJTX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TP6G7U-FGNQD-LT5M66","O2CASG-3NGMJ-4VZRHU","SOL/AUD","forex","crypto","2026-04-16 19:00:56.71","sell","market",124.39000,52.52069,0.42017,0.42222598,0.00000,"initiated","LNU7E7-R2TUY-K5JBK5,L2SV5X-POBJW-53AL7Z","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TY6Q4J-TEJLL-VMNGHA","OPME45-WH4Y5-KDNXJJ","DOGE/AUD","forex","crypto","2026-04-16 20:01:56.4668","sell","market",0.138861100,52.387604836,0.419100839,377.26623825,0.000000000,"initiated","LOYCRL-V73AB-WFHIZX,L5A5DK-DJZV7-5YW2XK","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T577QT-WDTAQ-4FLJXV","OWRS5P-P3XZW-DHTVIW","LINK/AUD","forex","crypto","2026-04-17 10:09:15.3024","buy","limit",13.363000,49.888001,0.199552,3.73329351,0.000000,"","LPZOUB-VZCXL-Q6Z2QZ,LTGKZ3-CKUQS-4RJRKW","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TRNHOP-4PWN7-3CVS3X","OW7ZBV-RJJNX-QNMDOB","ETH/AUD","forex","crypto","2026-04-17 10:09:34.1923","buy","limit",3290.730000,49.981779,0.199927,0.01518866,0.000000,"","LTWWWK-5Y5ZS-Y3ZPCA,LYS2DL-XX7D6-Z2SWTJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TMFYCD-UQRZR-F6QVQ4","O2VM6I-ZQLYD-7SH6RX","DOGE/AUD","forex","crypto","2026-04-17 15:41:48.7744","buy","limit",0.139765000,49.751181798,0.199004727,355.96309375,0.000000000,"","L374CW-Y4DZP-KVYZGI,LWUMGJ-2YVYZ-KHTY62","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TMVYYH-JOEEB-IBWQDV","OA62JJ-MEAGU-PPZWGU","SOL/AUD","forex","crypto","2026-04-17 17:24:29.9104","buy","limit",124.59000,49.78616,0.19914,0.39960000,0.00000,"","LRZEQ5-JAG3X-QOLB6L,L6SUR4-44547-DHCN4I","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TAY4HV-35P4V-DO57IX","OA62JJ-MEAGU-PPZWGU","SOL/AUD","forex","crypto","2026-04-17 17:24:38.2267","buy","limit",124.59000,0.00204,0.00001,0.00001637,0.00000,"","LOA56J-PAHZ3-T2TNVZ,LBMGKV-NVP4V-FP5GBP","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TTFSSF-KRDCT-5Z2Z24","OYN7MF-4OMAB-7B2CIM","BTC/AUD","forex","crypto","2026-04-17 19:04:18.3792","buy","limit",107689.20000,43.07568,0.17230,0.00040000,0.00000,"","LSZKJM-E2QEV-OJOIQ2,LLSEXN-2CHQQ-XJ2UYF","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TM66PE-Z2HFL-FGQCEZ","OYN7MF-4OMAB-7B2CIM","BTC/AUD","forex","crypto","2026-04-17 19:04:50.3602","buy","limit",107689.20000,6.91580,0.02766,0.00006422,0.00000,"","LV7H5B-TUNWI-VQRCGZ,LMSH7C-3SP6F-O2F5CU","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TOLPAC-D5R6E-G3HFIC","OEQB26-EGCI2-QT6RP7","DOGE/AUD","forex","crypto","2026-04-18 00:03:46.2585","sell","market",0.138690100,49.368557068,0.394948457,355.96309375,0.000000000,"initiated","L6HG5W-5HWW3-ALLUBH,LMRNVL-MDS6Z-EXQHNO","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TKVI4J-2FSO3-HSHAMZ","OSSR4W-GM44A-7D6ZDR","LINK/AUD","forex","crypto","2026-04-18 02:00:42.6607","sell","market",13.312000,49.697603,0.397581,3.73329351,0.000000,"initiated","LLN3YC-O3SD2-TCVIJ4,LH273T-SVBAX-V27LB3","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TDPWUT-ICK2A-YHE2D4","OOPWLC-TNKHM-V77ECU","ETH/AUD","forex","crypto","2026-04-18 04:02:52.5903","sell","market",3357.190000,50.991217,0.407930,0.01518866,0.000000,"initiated","LLE5K3-H4CIJ-42VX4W,LOC3AV-JNTT2-HSDACC","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TUS7US-L5RWZ-67YPFE","OQBA5I-ZAGQ2-KHKGAG","XRP/AUD","forex","crypto","2026-04-18 04:02:53.2609","sell","market",2.04638801,51.79470320,0.41435763,25.31030433,0.00000000,"initiated","LCKLXE-YRWSQ-ZYXCQO,LLB7HU-FIQCR-VQGDR5","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TEKPNC-5OQQS-3YUIE3","O64WRG-DMQ2J-CTCQAF","SOL/AUD","forex","crypto","2026-04-18 07:04:41.5972","sell","market",123.48663,49.34728,0.39478,0.39961637,0.00000,"initiated","LZ2ISB-73HT7-KW6DYH,LT6KSV-I6AO6-SDZUSX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TNEAYO-HRAVR-ILFVVE","OR5ORG-PYN57-RRJTLM","BTC/AUD","forex","crypto","2026-04-18 09:02:31.3696","sell","market",106960.60000,49.65325,0.39723,0.00046422,0.00000,"initiated","LM3NAQ-5TCDH-GT4H66,LSVPKP-4JIJ3-UJ2IQK","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TPKBSN-JFGKC-RT4IRB","ORUF27-PDV4O-CLTENO","SOL/AUD","forex","crypto","2026-04-19 16:01:00.1948","buy","limit",120.58000,49.94424,0.19978,0.41420000,0.00000,"","L4T67N-ZPZOY-EZHSM6,L7HJDP-UBOXL-LA6FRG","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TTANIC-3M4ZR-TDACL4","ORUF27-PDV4O-CLTENO","SOL/AUD","forex","crypto","2026-04-19 16:02:50.7443","buy","limit",120.58000,0.00192,0.00001,0.00001589,0.00000,"","LJDHI4-6G7C2-GCQQ6W,LLBGXN-E6QNE-OYLYGQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TPBNGA-4ZNIZ-B2SVLW","ODVBF2-DZ6SO-4UVJRL","BTC/AUD","forex","crypto","2026-04-19 16:02:52.6449","buy","limit",105853.60000,42.34144,0.16937,0.00040000,0.00000,"","LFBD5K-AICRF-YIDNXL,LG5WF6-ABZAO-Q3SUPX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TLRX2V-HO3HA-5M3MSW","ODVBF2-DZ6SO-4UVJRL","BTC/AUD","forex","crypto","2026-04-19 16:06:28.7371","buy","limit",105853.60000,7.61193,0.03045,0.00007191,0.00000,"","LTJU7H-KHJTQ-HSCBXP,LXPEMR-EPN3V-57DGE6","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TIQXMA-5Q6PC-OY6FGC","OKVT4W-J2PFY-CWBNVV","BTC/AUD","forex","crypto","2026-04-19 18:01:56.3029","sell","market",104542.60000,49.33470,0.39468,0.00047191,0.00000,"initiated","LZ4HGG-Y26SV-6FNDMK,LQLY6X-YTX6K-VHAMEG","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TTMJA3-DR3NY-VHMNWK","O2AQ4T-UAQ5C-6B5XZT","SOL/AUD","forex","crypto","2026-04-19 18:01:57.0512","sell","market",118.92518,49.26070,0.39408,0.41421589,0.00000,"initiated","LN4CH6-CRMWA-MQPQDE,LOBRMK-6MFE3-RKT2TZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TEUIBZ-XEMI6-GJ6UQ4","OWHKWN-A4JLK-T6BAB2","LINK/AUD","forex","crypto","2026-04-20 13:03:45.4493","buy","limit",12.944000,50.346169,0.201385,3.88953715,0.000000,"","LPXJRS-X4O5U-M47XPJ,LWAG5Q-V6LB2-P3JBNK","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TN2ZMR-IVFYL-ZEL3VB","OZQG2H-F2W2M-KE22SD","ETH/AUD","forex","crypto","2026-04-20 13:18:29.7344","buy","limit",3236.810000,49.846874,0.199387,0.01540000,0.000000,"","LKZTVS-TSOHQ-2T5QRY,L4QEKK-R36J6-7AUXEB","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TMID6A-5XTPU-AJLI2J","OZQG2H-F2W2M-KE22SD","ETH/AUD","forex","crypto","2026-04-20 13:18:29.7381","buy","limit",3236.810000,0.075094,0.000300,0.00002320,0.000000,"","L3N4SB-7P7HF-C4QSJS,LLLYUL-XRORZ-RNKDOU","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T7FOL4-H5NFT-OGMWFR","OTMM37-G5DF4-XE4SZ6","XRP/AUD","forex","crypto","2026-04-20 13:31:15.5552","buy","limit",1.98599000,49.92639841,0.19970559,25.13930000,0.00000000,"","LIMQFQ-LAFD7-5U62AC,L6U5S2-OBAT5-FWO3AA","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TOPDDO-OX5FN-OP6GHO","OTMM37-G5DF4-XE4SZ6","XRP/AUD","forex","crypto","2026-04-20 13:31:15.5559","buy","limit",1.98599000,0.00019455,0.00000078,0.00009796,0.00000000,"","LAJOGJ-QNMWW-7EFUWR,L5QYBT-YVSOQ-CXNKDZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TMUOPV-DLRAL-GLLBL6","OZUXOJ-HO3TQ-BBRLBT","BTC/AUD","forex","crypto","2026-04-20 14:04:53.4569","buy","limit",105049.30000,42.01972,0.16808,0.00040000,0.00000,"","LH5VGY-KURBR-DXPJLG,LCVL4K-2VBPE-ZV2EKR","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TLUTYU-GGIE3-GBAOYM","OZUXOJ-HO3TQ-BBRLBT","BTC/AUD","forex","crypto","2026-04-20 14:04:53.4687","buy","limit",105049.30000,7.96484,0.03186,0.00007582,0.00000,"","LFZUNH-O77JE-IZ37KK,LTWATI-CILWG-LVVBNP","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TYNNG3-P6WGF-GW5UJA","ON3KJV-UP5UT-BRDSX7","DOGE/AUD","forex","crypto","2026-04-20 23:03:06.7672","buy","limit",0.132863000,50.138683955,0.200554736,377.37130695,0.000000000,"","LWKNZC-CW4FG-4RZ7VL,LA5QWH-7BVFF-TE43CX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TMHX2Z-ETK4J-SH33JG","OS5M4U-MVMGN-THX75U","SOL/AUD","forex","crypto","2026-04-21 12:12:50.1978","buy","limit",120.05000,49.98751,0.19995,0.41638907,0.00000,"","LBRLCB-O76N2-NRIKVR,LOZAVJ-QOB4V-IWRKIJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TLMNRR-AA3XM-3TGZUK","O6ADFP-C3TYD-5BNFL2","ETH/AUD","forex","crypto","2026-04-21 13:03:50.9724","sell","market",3223.310000,49.714593,0.397717,0.01542346,0.000000,"initiated","LLVHSO-3O5DG-MBT3QL,LRYQ74-BHIPN-WUPCW7","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TEF7GT-AF5A2-XZ5HES","OTN3II-VA6IJ-6R2D2S","BTC/AUD","forex","crypto","2026-04-21 14:02:48.3667","sell","market",105740.30000,50.31335,0.40251,0.00047582,0.00000,"initiated","LFCDAA-7FPLG-PUNXRL,LQF477-DBPNZ-K444LO","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TFQ7MB-VABTO-34PFDU","OZFCJA-E7BDR-4M6PYS","DOGE/AUD","forex","crypto","2026-04-21 18:02:55.5638","sell","market",0.131675000,49.690366843,0.397522935,377.37130695,0.000000000,"initiated","L7P7E2-QXN7D-O3GRPJ,LPFLN5-TFVYF-N7TOF5","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TWCMHL-QS776-X7GYYK","OAHA5F-LMP3I-SL3RY7","SOL/AUD","forex","crypto","2026-04-21 20:02:01.066","sell","market",118.69539,49.42765,0.39542,0.41642433,0.00000,"initiated","LKVQFP-V2VSV-N5KYN5,LLAVNE-FNQ7E-35KO7J","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TU4NJ3-B5PTW-BJSTHX","O3MTXE-SZCTT-LJ7Q7K","XRP/AUD","forex","crypto","2026-04-21 20:02:01.6368","sell","market",1.98407598,49.87847561,0.39902780,25.13939796,0.00000000,"initiated","L3VR37-I6GIY-OQZOGY,LPQ7QN-AHWPM-Q2RSGU","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TBLZ4B-4NER5-B7Y7MR","OUU5AO-G2UZX-XG2RXZ","SOL/AUD","forex","crypto","2026-04-22 02:02:40.1411","buy","limit",120.71000,49.97394,0.19990,0.41400000,0.00000,"","LCO5HA-WHPGE-SIC2SG,L7WJFX-AGDS7-Z37XY2","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TLBO4D-7VJHY-2HKFXU","OUU5AO-G2UZX-XG2RXZ","SOL/AUD","forex","crypto","2026-04-22 02:02:40.5961","buy","limit",120.71000,0.00950,0.00004,0.00007867,0.00000,"","L5CE5L-TV2YO-LXL4LR,LWV4A3-VDXLQ-EW2AEM","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T73ER6-VEXUF-O65JHJ","OVDLUH-YYG7H-JD7MY3","BTC/AUD","forex","crypto","2026-04-22 02:02:54.1864","buy","limit",106667.30000,50.03230,0.20013,0.00046905,0.00000,"","LQQ5PE-MPOYS-B7ILDE,LO4ERV-DTJWZ-VH7NKV","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T27LBO-2WXSH-47FWNV","OUZV27-6236W-2OVQ2E","ETH/AUD","forex","crypto","2026-04-22 03:13:48.552","buy","limit",3314.370000,49.715550,0.198862,0.01500000,0.000000,"","LDO5VZ-Q7ZBU-SEZZL7,LL4TN4-C3DP2-G5INDS","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TI244N-BNNOB-BYD5VR","OUZV27-6236W-2OVQ2E","ETH/AUD","forex","crypto","2026-04-22 03:14:02.6975","buy","limit",3314.370000,0.198299,0.000793,0.00005983,0.000000,"","LACHOI-VLDKY-DPXJHQ,LOTZMF-TWKMU-3KCF23","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TEVPXK-TLFIL-HAGAXV","O5AE3V-WR5O3-HC7ZU2","DOGE/AUD","forex","crypto","2026-04-22 03:28:45.6199","buy","limit",0.134910000,49.837532084,0.199350128,369.41317978,0.000000000,"","L3LSGL-BPMIL-EWMPYL,LVKN5Z-KMA52-5VUQW3","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TPCSGA-AU2Y5-KD6KAK","OTSS5H-5ARAE-R22H2T","XRP/AUD","forex","crypto","2026-04-22 04:06:40.5606","buy","limit",2.01832000,15.71383219,0.06285533,7.78560000,0.00000000,"","L6JTP3-STICW-2L36YF,LWJ774-PS2IL-HSG5UE","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TVZXPS-MIPRP-2S3CEE","OTSS5H-5ARAE-R22H2T","XRP/AUD","forex","crypto","2026-04-22 04:06:40.5617","buy","limit",2.01832000,34.28722016,0.13714888,16.98800000,0.00000000,"","LDBNSM-P6BM5-F2T26O,LAJVMB-OEP2Y-FKZQBD","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TIRVKF-VKFEN-4AJHTN","OTSS5H-5ARAE-R22H2T","XRP/AUD","forex","crypto","2026-04-22 04:13:52.8363","buy","limit",2.01832000,0.00018633,0.00000075,0.00009232,0.00000000,"","LNYRUT-KSTAF-XWLYIL,LGIZP6-AIZLJ-HY2BOQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T5XZUM-5KTIE-I3J2LX","O3VFM7-2HTN5-KK5KJH","SOL/AUD","forex","crypto","2026-04-22 17:02:55.8007","sell","market",122.61542,50.77243,0.40618,0.41407867,0.00000,"initiated","LVWOUL-2U7XW-V7M2OJ,LEW6UP-AUUIO-PPPIDC","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TN6TDQ-LLGGT-HVNNOG","OFC4G7-ZPPGU-3V6P6N","XRP/AUD","forex","crypto","2026-04-22 20:00:23.5807","sell","market",2.01232364,49.85268673,0.39882150,24.77369232,0.00000000,"initiated","LJI427-Q2H4R-D2KHVB,LYV345-BIQNX-TBNOR6","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TIJNMK-2IM7B-YI6VHW","OCWEIM-NE4F5-YJCL56","DOGE/AUD","forex","crypto","2026-04-22 20:00:23.9566","sell","market",0.134729900,49.771000770,0.398168006,369.41317978,0.000000000,"initiated","LWGBNZ-75ZSJ-PD35UW,LWIACB-2XU3Y-KDMCFM","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TTJKY7-C4522-PDS6IK","OVE5SL-BAHGK-ZPTJM2","LINK/AUD","forex","crypto","2026-04-22 20:00:24.3102","sell","market",13.123000,51.042396,0.408339,3.88953715,0.000000,"initiated","LW5VOQ-VUU7S-D2IBNE,LZHUEG-NJ6PO-XJ6S3C","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TM3CLL-N2DLF-QRAQ3O","OBB4A2-LZKP6-7TAWJO","BTC/AUD","forex","crypto","2026-04-23 00:03:02.9273","sell","market",109493.70000,51.35802,0.41086,0.00046905,0.00000,"initiated","LJBOJN-3SPHR-G377NK,LRLFUE-U2EHF-ADPH4S","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TUUBAQ-UBAHX-J3MRPS","OTS5UY-MHV6A-R3ZE4H","ETH/AUD","forex","crypto","2026-04-23 00:03:03.3792","sell","market",3321.190000,50.016557,0.400132,0.01505983,0.000000,"initiated","LRXMRU-DAU4B-GZFKNY,LSPWFV-SHAAG-2HG7XQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TSUD3K-MMW65-GBNZM3","O7OFNR-ZKMUX-SSNKHK","DOGE/AUD","forex","crypto","2026-04-23 13:30:00.3999","buy","limit",0.135205000,50.232987735,0.200931951,371.53202718,0.000000000,"","LPIQOD-I7HL6-42WBHT,LNMOJO-TQZNO-BHOWNO","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TIJXDT-6GVSK-HFFKQI","OKZO24-DHSQ5-NNIIN3","XRP/AUD","forex","crypto","2026-04-23 18:02:00.1774","buy","limit",2.01270000,49.99526673,0.19998107,24.83990000,0.00000000,"","LLUYCS-4A2FX-4V36BD,LDBP5Y-NTV4A-WV5DRH","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TUYRJB-ETEX5-75OMC3","OKZO24-DHSQ5-NNIIN3","XRP/AUD","forex","crypto","2026-04-23 18:02:05.9145","buy","limit",2.01270000,0.00001369,0.00000005,0.00000680,0.00000000,"","LZGARP-OAKAW-RA3WCB","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TAA6BQ-JVDGF-VUJLJN","OQU75R-PIMPD-Y5ZVNW","DOGE/AUD","forex","crypto","2026-04-23 19:04:39.3114","sell","market",0.134253100,49.879326398,0.399034611,371.53202718,0.000000000,"initiated","LREG64-MTQJ7-3UUBZC,LFKE2F-KCRPP-Q7JBD2","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T2BAL6-H45TA-53OEX6","OPJK65-GNKRV-KQDUHR","XRP/AUD","forex","crypto","2026-04-24 01:30:44.8304","sell","market",2.01143796,49.96393138,0.39971145,24.83990680,0.00000000,"initiated","LF2P3E-S6BRN-2WV5BX,L4JDR7-4QW4S-EEO4BH","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TA5WCA-FGI2F-NNE5OB","OWGESO-OSUOX-H7LHLI","LINK/AUD","forex","crypto","2026-04-24 04:28:03.8073","buy","limit",13.044000,49.126243,0.196505,3.76619464,0.000000,"","LHFNRE-SYIGR-C5WDGX,LCU5V3-T6LZS-NKN4KQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TLUDFF-53ZTU-OI7ZS4","ONAC5J-B6L2H-PR6FAT","LINK/AUD","forex","crypto","2026-04-24 04:45:55.8653","sell","market",12.896000,48.568846,0.388551,3.76619464,0.000000,"initiated","LA2DVF-FHC76-47FXWL,L4PZAI-4BINJ-REQ2GL","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TQ5BI2-SG5ZL-27MIHT","OLAIOR-RCREG-3HT2PS","XRP/AUD","forex","crypto","2026-04-24 11:45:37.7803","buy","limit",2.01520000,100.09834991,0.40039340,49.67167026,0.00000000,"","L4527R-FIFLT-A5CNG5,LFQEI6-YUSE5-A43QVX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TDNXCU-2QWW7-VSUVBZ","O55TRP-WQCPO-NZELJM","BTC/AUD","forex","crypto","2026-04-24 12:00:57.7597","buy","limit",109619.90000,8.65888,0.03464,0.00007899,0.00000,"","LM2DR2-GZJKK-EVPU5G,LBWYJL-MJK2K-SEI3PC","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TKAXDL-HTMJR-IOG5KK","O55TRP-WQCPO-NZELJM","BTC/AUD","forex","crypto","2026-04-24 12:08:14.8856","buy","limit",109619.90000,91.31667,0.36527,0.00083303,0.00000,"","LCXE4T-TENGZ-IE4ETA,L4EVW4-F3SML-QWC4EX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TA3IL3-RHSV3-BUBBC6","OGKZTW-KDHKC-SWNTAR","XRP/AUD","forex","crypto","2026-04-24 12:30:20.6828","sell","market",2.01200223,99.93951130,0.79951609,49.67167026,0.00000000,"initiated","LJYQ3O-BHXTZ-NWMF6K,LYGI6U-2S25G-K4AOME","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TLIH2C-ZQT3H-B5SLMK","OKNLGJ-ZYMJD-M4M5AH","XRP/AUD","forex","crypto","2026-04-24 12:49:40.1835","buy","limit",2.01290000,56.33885681,0.22535543,27.98890000,0.00000000,"","LKOUAA-4WFQ6-6Q27QB,L4QA7D-LGE46-5RVYRG","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TVTYQ7-4ARD3-P4KLHJ","OKNLGJ-ZYMJD-M4M5AH","XRP/AUD","forex","crypto","2026-04-24 12:49:40.2101","buy","limit",2.01290000,43.55432504,0.17421730,21.63760000,0.00000000,"","LYQO5V-UISBB-SOEKEF,L5K6FO-D5ZL2-E2HFU6","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TUYFW3-2NXP6-UT3CFU","OKNLGJ-ZYMJD-M4M5AH","XRP/AUD","forex","crypto","2026-04-24 12:50:53.0461","buy","limit",2.01290000,0.00012104,0.00000048,0.00006013,0.00000000,"","L6ODFT-XHUVA-OJZS62,L7BYSZ-F7WLY-4UXBG3","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"T2C4C2-3E2EH-ASCLOQ","O2ILB7-UFKU2-3WXGUV","SOL/AUD","forex","crypto","2026-04-24 13:41:52.6592","buy","limit",120.97000,99.74439,0.39898,0.82453826,0.00000,"","LFM7OX-WFI3L-Q5CGRY,LFRGMS-GETDP-X2VZXU","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TK3XNM-2WSI5-X5CQMH","OBJOYT-VRGKM-Q4GE4X","BTC/AUD","forex","crypto","2026-04-24 14:01:22.4818","sell","market",109369.70000,99.74735,0.79798,0.00091202,0.00000,"initiated","LH5W2G-Z3INT-RAENGK,L7KEWV-PSJJJ-AXELZU","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TIXUVX-KP5PV-TA7CJO","OG6E2R-VJNBM-WAWNO4","SOL/AUD","forex","crypto","2026-04-24 14:31:30.3305","sell","market",120.39806,99.27281,0.59564,0.82453826,0.00000,"initiated","LDZZZ2-PCBFW-SBTXH3,LN3SEH-FGGB5-HTH2XX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
